customer_id,Monetary,total_quantity,Frequency,num_unique_products,last_purchase_date,avg_price_per_unit,store_visit_frequency,Mobile,membership_start_date,Active_days,Avg_purchase_gap_days,Recency,cluster,loyalty,assigned_reward,progress_message,churn_prediction,prediction_probability,risk_level
C0018,8550,11,10,10,2024-11-27,735.0,2,9400950651,2024-07-13,322,161.0,195,3,No tier,No reward,⚠️ Hi Customer C0018! You currently have no loyalty tier. Make 5 more purchases or spend ₹21450 more to unlock exciting rewards! 🚀,0,2.403715e-06,Low
C0019,12250,12,10,9,2024-08-08,855.0,2,9400950651,2024-04-22,404,202.0,306,3,No tier,No reward,⚠️ Hi Customer C0019! You currently have no loyalty tier. Make 5 more purchases or spend ₹17750 more to unlock exciting rewards! 🚀,0,2.1382704e-05,Low
C0021,8200,11,10,9,2025-02-13,795.0,2,9400950651,2025-02-08,112,56.0,117,0,No tier,No reward,⚠️ Hi Customer C0021! You currently have no loyalty tier. Make 5 more purchases or spend ₹21800 more to unlock exciting rewards! 🚀,0,9.617174e-10,Low
C0022,6450,8,5,5,2024-10-03,760.0,1,9400950651,2024-10-03,240,240.0,250,0,No tier,No reward,⚠️ Hi Customer C0022! You currently have no loyalty tier. Make 10 more purchases or spend ₹23550 more to unlock exciting rewards! 🚀,0,1.1594591e-06,Low
C0023,11700,12,10,9,2025-02-07,1055.0,2,9400950651,2024-01-04,513,256.5,123,3,No tier,No reward,⚠️ Hi Customer C0023! You currently have no loyalty tier. Make 5 more purchases or spend ₹18300 more to unlock exciting rewards! 🚀,0,6.277667e-05,Low
C0024,24500,24,15,12,2024-11-29,1093.3333333333333,3,9400950651,2024-01-01,516,172.0,193,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0024! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,3.7093904e-11,Low
C0025,7550,6,5,5,2024-01-25,1010.0,1,9400950651,2024-01-25,492,492.0,502,2,No tier,No reward,⚠️ Hi Customer C0025! You currently have no loyalty tier. Make 10 more purchases or spend ₹22450 more to unlock exciting rewards! 🚀,0,4.7547803e-12,Low
C0026,6700,14,10,8,2024-08-18,540.0,2,9400950651,2024-07-17,318,159.0,296,3,No tier,No reward,⚠️ Hi Customer C0026! You currently have no loyalty tier. Make 5 more purchases or spend ₹23300 more to unlock exciting rewards! 🚀,0,6.291219e-07,Low
C0027,18400,18,15,12,2025-05-05,950.0,3,9400950651,2024-02-08,478,159.33333333333334,36,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0027! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,6.35958e-11,Low
C0028,10850,14,10,10,2025-01-17,755.0,2,9400950651,2024-04-01,425,212.5,144,3,No tier,No reward,⚠️ Hi Customer C0028! You currently have no loyalty tier. Make 5 more purchases or spend ₹19150 more to unlock exciting rewards! 🚀,0,1.8914123e-05,Low
C0029,10400,13,10,10,2024-04-17,785.0,2,9400950651,2024-02-26,460,230.0,419,3,No tier,No reward,⚠️ Hi Customer C0029! You currently have no loyalty tier. Make 5 more purchases or spend ₹19600 more to unlock exciting rewards! 🚀,0,2.425283e-07,Low
C0030,8200,8,5,5,2025-03-14,720.0,1,9400950651,2025-03-14,78,78.0,88,0,No tier,No reward,⚠️ Hi Customer C0030! You currently have no loyalty tier. Make 10 more purchases or spend ₹21800 more to unlock exciting rewards! 🚀,0,5.3828466e-09,Low
C0031,3800,6,5,5,2024-10-11,690.0,1,9400950651,2024-10-11,232,232.0,242,0,No tier,No reward,⚠️ Hi Customer C0031! You currently have no loyalty tier. Make 10 more purchases or spend ₹26200 more to unlock exciting rewards! 🚀,0,3.7513246e-08,Low
C0033,7100,5,5,5,2024-02-22,1420.0,1,9400950651,2024-02-22,464,464.0,474,2,No tier,No reward,⚠️ Hi Customer C0033! You currently have no loyalty tier. Make 10 more purchases or spend ₹22900 more to unlock exciting rewards! 🚀,0,2.5887764e-11,Low
C0034,9250,16,10,9,2024-07-12,775.0,2,9400950651,2024-02-08,478,239.0,333,3,No tier,No reward,⚠️ Hi Customer C0034! You currently have no loyalty tier. Make 5 more purchases or spend ₹20750 more to unlock exciting rewards! 🚀,0,6.9579287e-06,Low
C0037,11950,13,10,9,2024-05-21,885.0,2,9400950651,2024-04-28,398,199.0,385,3,No tier,No reward,⚠️ Hi Customer C0037! You currently have no loyalty tier. Make 5 more purchases or spend ₹18050 more to unlock exciting rewards! 🚀,0,1.3695447e-06,Low
C0040,16600,17,15,12,2025-01-31,900.0,3,9400950651,2024-02-03,483,161.0,130,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0040! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,1.4187911e-09,Low
C0043,6550,6,5,5,2025-04-05,950.0,1,9400950651,2025-04-05,56,56.0,66,0,No tier,No reward,⚠️ Hi Customer C0043! You currently have no loyalty tier. Make 10 more purchases or spend ₹23450 more to unlock exciting rewards! 🚀,0,3.3698344e-10,Low
C0046,7950,8,5,5,2025-03-27,850.0,1,9400950651,2025-03-27,65,65.0,75,0,No tier,No reward,⚠️ Hi Customer C0046! You currently have no loyalty tier. Make 10 more purchases or spend ₹22050 more to unlock exciting rewards! 🚀,0,1.6216272e-09,Low
C0047,25200,18,15,12,2024-04-27,1480.0,3,9400950651,2024-01-18,499,166.33333333333334,409,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0047! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,3.158632e-11,Low
C0049,3350,6,5,5,2025-04-13,530.0,1,9400950651,2025-04-13,48,48.0,58,0,No tier,No reward,⚠️ Hi Customer C0049! You currently have no loyalty tier. Make 10 more purchases or spend ₹26650 more to unlock exciting rewards! 🚀,0,1.8527355e-11,Low
C0050,13250,13,10,10,2024-03-21,975.0,2,9400950651,2024-01-29,488,244.0,446,3,No tier,No reward,⚠️ Hi Customer C0050! You currently have no loyalty tier. Make 5 more purchases or spend ₹16750 more to unlock exciting rewards! 🚀,0,9.5449984e-08,Low
C0051,20150,18,15,12,2025-05-08,1026.6666666666667,3,9400950651,2024-06-08,357,119.0,33,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0051! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,4.009749e-12,Low
C0052,10050,8,5,5,2025-05-14,1090.0,1,9400950651,2025-05-14,17,17.0,27,0,No tier,No reward,⚠️ Hi Customer C0052! You currently have no loyalty tier. Make 10 more purchases or spend ₹19950 more to unlock exciting rewards! 🚀,0,6.1995006e-11,Low
C0055,6950,5,5,5,2024-07-11,1390.0,1,9400950651,2024-07-11,324,324.0,334,2,No tier,No reward,⚠️ Hi Customer C0055! You currently have no loyalty tier. Make 10 more purchases or spend ₹23050 more to unlock exciting rewards! 🚀,0,1.3757938e-07,Low
C0056,3550,6,5,5,2024-01-20,660.0,1,9400950651,2024-01-20,497,497.0,507,2,No tier,No reward,⚠️ Hi Customer C0056! You currently have no loyalty tier. Make 10 more purchases or spend ₹26450 more to unlock exciting rewards! 🚀,0,3.9478002e-13,Low
C0057,9800,19,15,11,2025-04-26,573.3333333333334,3,9400950651,2024-06-02,363,121.0,45,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0057! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,8.600509e-11,Low
C0059,3250,6,5,5,2024-11-30,510.0,1,9400950651,2024-11-30,182,182.0,192,0,No tier,No reward,⚠️ Hi Customer C0059! You currently have no loyalty tier. Make 10 more purchases or spend ₹26750 more to unlock exciting rewards! 🚀,0,1.2060827e-08,Low
C0061,9250,7,5,5,2025-05-21,1130.0,1,9400950651,2025-05-21,10,10.0,20,0,No tier,No reward,⚠️ Hi Customer C0061! You currently have no loyalty tier. Make 10 more purchases or spend ₹20750 more to unlock exciting rewards! 🚀,0,2.4205787e-11,Low
C0062,13350,13,10,9,2024-12-25,955.0,2,9400950651,2024-08-04,300,150.0,167,3,No tier,No reward,⚠️ Hi Customer C0062! You currently have no loyalty tier. Make 5 more purchases or spend ₹16650 more to unlock exciting rewards! 🚀,0,1.6164898e-06,Low
C0063,6150,5,5,5,2025-05-04,1230.0,1,9400950651,2025-05-04,27,27.0,37,0,No tier,No reward,⚠️ Hi Customer C0063! You currently have no loyalty tier. Make 10 more purchases or spend ₹23850 more to unlock exciting rewards! 🚀,0,2.3030283e-11,Low
C0064,12800,14,10,9,2024-12-21,1025.0,2,9400950651,2024-06-02,363,181.5,171,3,No tier,No reward,⚠️ Hi Customer C0064! You currently have no loyalty tier. Make 5 more purchases or spend ₹17200 more to unlock exciting rewards! 🚀,0,1.0301857e-05,Low
C0066,13050,12,10,9,2025-01-25,1015.0,2,9400950651,2024-02-20,466,233.0,136,3,No tier,No reward,⚠️ Hi Customer C0066! You currently have no loyalty tier. Make 5 more purchases or spend ₹16950 more to unlock exciting rewards! 🚀,0,3.310017e-05,Low
C0067,20650,23,15,15,2025-01-28,936.6666666666666,3,9400950651,2024-02-19,467,155.66666666666666,133,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0067! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,1.2001129e-10,Low
C0068,19550,24,20,15,2024-12-14,785.0,4,9400950651,2024-04-08,418,104.5,178,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0068! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,1.3303948e-13,Low
C0069,10200,12,10,10,2025-02-28,960.0,2,9400950651,2024-04-21,405,202.5,102,3,No tier,No reward,⚠️ Hi Customer C0069! You currently have no loyalty tier. Make 5 more purchases or spend ₹19800 more to unlock exciting rewards! 🚀,0,3.2471592e-06,Low
C0070,6650,6,5,5,2024-09-25,1170.0,1,9400950651,2024-09-25,248,248.0,258,0,No tier,No reward,⚠️ Hi Customer C0070! You currently have no loyalty tier. Make 10 more purchases or spend ₹23350 more to unlock exciting rewards! 🚀,0,1.3287508e-06,Low
C0071,4900,5,5,5,2024-11-05,980.0,1,9400950651,2024-11-05,207,207.0,217,0,No tier,No reward,⚠️ Hi Customer C0071! You currently have no loyalty tier. Make 10 more purchases or spend ₹25100 more to unlock exciting rewards! 🚀,0,1.4766337e-07,Low
C0072,23000,26,20,18,2025-02-02,885.0,4,9400950651,2024-05-20,376,94.0,128,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0072! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,5.7300906e-15,Low
C0074,9500,11,10,8,2025-02-20,890.0,2,9400950651,2024-12-20,162,81.0,110,0,No tier,No reward,⚠️ Hi Customer C0074! You currently have no loyalty tier. Make 5 more purchases or spend ₹20500 more to unlock exciting rewards! 🚀,0,5.432686e-09,Low
C0075,8950,13,10,10,2024-10-08,760.0,2,9400950651,2024-06-22,343,171.5,245,3,No tier,No reward,⚠️ Hi Customer C0075! You currently have no loyalty tier. Make 5 more purchases or spend ₹21050 more to unlock exciting rewards! 🚀,0,5.0543363e-06,Low
C0076,5250,5,5,5,2024-03-30,1050.0,1,9400950651,2024-03-30,427,427.0,437,2,No tier,No reward,⚠️ Hi Customer C0076! You currently have no loyalty tier. Make 10 more purchases or spend ₹24750 more to unlock exciting rewards! 🚀,0,1.0052443e-10,Low
C0077,4350,5,5,5,2024-05-03,870.0,1,9400950651,2024-05-03,393,393.0,403,2,No tier,No reward,⚠️ Hi Customer C0077! You currently have no loyalty tier. Make 10 more purchases or spend ₹25650 more to unlock exciting rewards! 🚀,0,4.1462633e-10,Low
C0078,4700,6,5,5,2024-03-12,910.0,1,9400950651,2024-03-12,445,445.0,455,2,No tier,No reward,⚠️ Hi Customer C0078! You currently have no loyalty tier. Make 10 more purchases or spend ₹25300 more to unlock exciting rewards! 🚀,0,2.251619e-11,Low
C0080,6300,6,5,5,2024-04-23,1220.0,1,9400950651,2024-04-23,403,403.0,413,2,No tier,No reward,⚠️ Hi Customer C0080! You currently have no loyalty tier. Make 10 more purchases or spend ₹23700 more to unlock exciting rewards! 🚀,0,8.9366387e-10,Low
C0082,5550,6,5,5,2024-05-24,770.0,1,9400950651,2024-05-24,372,372.0,382,2,No tier,No reward,⚠️ Hi Customer C0082! You currently have no loyalty tier. Make 10 more purchases or spend ₹24450 more to unlock exciting rewards! 🚀,0,3.5313756e-09,Low
C0083,14900,15,10,8,2024-09-06,1205.0,2,9400950651,2024-04-02,424,212.0,277,3,No tier,No reward,⚠️ Hi Customer C0083! You currently have no loyalty tier. Make 5 more purchases or spend ₹15100 more to unlock exciting rewards! 🚀,0,2.7986325e-05,Low
C0085,5750,6,5,5,2024-10-15,960.0,1,9400950651,2024-10-15,228,228.0,238,0,No tier,No reward,⚠️ Hi Customer C0085! You currently have no loyalty tier. Make 10 more purchases or spend ₹24250 more to unlock exciting rewards! 🚀,0,5.16127e-07,Low
C0086,16750,18,10,9,2024-05-21,1235.0,2,9400950651,2024-04-10,416,208.0,385,3,No tier,No reward,⚠️ Hi Customer C0086! You currently have no loyalty tier. Make 5 more purchases or spend ₹13250 more to unlock exciting rewards! 🚀,0,7.793037e-07,Low
C0088,2650,6,5,5,2024-07-21,480.0,1,9400950651,2024-07-21,314,314.0,324,2,No tier,No reward,⚠️ Hi Customer C0088! You currently have no loyalty tier. Make 10 more purchases or spend ₹27350 more to unlock exciting rewards! 🚀,0,1.9725068e-09,Low
C0089,11100,13,10,9,2024-11-09,730.0,2,9400950651,2024-04-03,423,211.5,213,3,No tier,No reward,⚠️ Hi Customer C0089! You currently have no loyalty tier. Make 5 more purchases or spend ₹18900 more to unlock exciting rewards! 🚀,0,6.4113476e-05,Low
C0091,2050,5,5,5,2024-08-29,410.0,1,9400950651,2024-08-29,275,275.0,285,2,No tier,No reward,⚠️ Hi Customer C0091! You currently have no loyalty tier. Make 10 more purchases or spend ₹27950 more to unlock exciting rewards! 🚀,0,2.3931201e-09,Low
C0092,17900,14,10,9,2024-11-22,1240.0,2,9400950651,2024-08-26,278,139.0,200,3,No tier,No reward,⚠️ Hi Customer C0092! You currently have no loyalty tier. Make 5 more purchases or spend ₹12100 more to unlock exciting rewards! 🚀,0,2.551491e-07,Low
C0094,6850,8,5,5,2024-11-13,850.0,1,9400950651,2024-11-13,199,199.0,209,0,No tier,No reward,⚠️ Hi Customer C0094! You currently have no loyalty tier. Make 10 more purchases or spend ₹23150 more to unlock exciting rewards! 🚀,0,1.3930475e-06,Low
C0097,3450,6,5,5,2024-05-23,650.0,1,9400950651,2024-05-23,373,373.0,383,2,No tier,No reward,⚠️ Hi Customer C0097! You currently have no loyalty tier. Make 10 more purchases or spend ₹26550 more to unlock exciting rewards! 🚀,0,5.7263577e-10,Low
C0100,5550,14,5,5,2024-09-16,580.0,1,9400950651,2024-09-16,257,257.0,267,2,No tier,No reward,⚠️ Hi Customer C0100! You currently have no loyalty tier. Make 10 more purchases or spend ₹24450 more to unlock exciting rewards! 🚀,0,2.9656672e-07,Low
C0101,9200,13,10,9,2025-05-07,800.0,2,9400950651,2024-07-09,326,163.0,34,3,No tier,No reward,⚠️ Hi Customer C0101! You currently have no loyalty tier. Make 5 more purchases or spend ₹20800 more to unlock exciting rewards! 🚀,0,2.0887192e-08,Low
C0102,10450,12,10,8,2024-09-29,855.0,2,9400950651,2024-07-12,323,161.5,254,3,No tier,No reward,⚠️ Hi Customer C0102! You currently have no loyalty tier. Make 5 more purchases or spend ₹19550 more to unlock exciting rewards! 🚀,0,8.210686e-06,Low
C0103,17150,21,15,13,2024-07-28,856.6666666666666,3,9400950651,2024-02-11,475,158.33333333333334,317,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0103! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,9.675098e-09,Low
C0104,7500,6,5,5,2025-02-23,1450.0,1,9400950651,2025-02-23,97,97.0,107,0,No tier,No reward,⚠️ Hi Customer C0104! You currently have no loyalty tier. Make 10 more purchases or spend ₹22500 more to unlock exciting rewards! 🚀,0,1.5042357e-08,Low
C0105,10500,6,5,5,2024-06-29,1760.0,1,9400950651,2024-06-29,336,336.0,346,2,No tier,No reward,⚠️ Hi Customer C0105! You currently have no loyalty tier. Make 10 more purchases or spend ₹19500 more to unlock exciting rewards! 🚀,0,5.2259907e-07,Low
C0106,5100,8,5,5,2024-09-10,770.0,1,9400950651,2024-09-10,263,263.0,273,2,No tier,No reward,⚠️ Hi Customer C0106! You currently have no loyalty tier. Make 10 more purchases or spend ₹24900 more to unlock exciting rewards! 🚀,0,1.5345925e-07,Low
C0107,10300,13,10,9,2025-03-25,680.0,2,9400950651,2024-10-15,228,114.0,77,3,No tier,No reward,⚠️ Hi Customer C0107! You currently have no loyalty tier. Make 5 more purchases or spend ₹19700 more to unlock exciting rewards! 🚀,0,1.3829468e-08,Low
C0108,12000,11,10,10,2024-10-29,1030.0,2,9400950651,2024-07-01,334,167.0,224,3,No tier,No reward,⚠️ Hi Customer C0108! You currently have no loyalty tier. Make 5 more purchases or spend ₹18000 more to unlock exciting rewards! 🚀,0,1.4346039e-05,Low
C0110,5150,6,5,5,2024-05-08,1030.0,1,9400950651,2024-05-08,388,388.0,398,2,No tier,No reward,⚠️ Hi Customer C0110! You currently have no loyalty tier. Make 10 more purchases or spend ₹24850 more to unlock exciting rewards! 🚀,0,1.0111638e-09,Low
C0111,8700,13,10,10,2025-02-24,750.0,2,9400950651,2025-01-09,142,71.0,106,0,No tier,No reward,⚠️ Hi Customer C0111! You currently have no loyalty tier. Make 5 more purchases or spend ₹21300 more to unlock exciting rewards! 🚀,0,1.9756095e-09,Low
C0113,19050,20,15,13,2024-10-02,816.6666666666666,3,9400950651,2024-02-09,477,159.0,251,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0113! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,1.8209995e-09,Low
C0114,5350,6,5,5,2025-03-25,990.0,1,9400950651,2025-03-25,67,67.0,77,0,No tier,No reward,⚠️ Hi Customer C0114! You currently have no loyalty tier. Make 10 more purchases or spend ₹24650 more to unlock exciting rewards! 🚀,0,3.5966105e-10,Low
C0115,8950,12,10,8,2025-04-27,805.0,2,9400950651,2024-05-22,374,187.0,44,3,No tier,No reward,⚠️ Hi Customer C0115! You currently have no loyalty tier. Make 5 more purchases or spend ₹21050 more to unlock exciting rewards! 🚀,0,1.0287252e-07,Low
C0116,13400,17,10,8,2025-05-28,775.0,2,9400950651,2024-05-13,383,191.5,13,3,No tier,No reward,⚠️ Hi Customer C0116! You currently have no loyalty tier. Make 5 more purchases or spend ₹16600 more to unlock exciting rewards! 🚀,0,5.3529526e-08,Low
C0121,10200,11,10,9,2025-05-08,995.0,2,9400950651,2024-04-24,402,201.0,33,3,No tier,No reward,⚠️ Hi Customer C0121! You currently have no loyalty tier. Make 5 more purchases or spend ₹19800 more to unlock exciting rewards! 🚀,0,1.6900925e-07,Low
C0122,6800,8,5,5,2024-04-27,860.0,1,9400950651,2024-04-27,399,399.0,409,2,No tier,No reward,⚠️ Hi Customer C0122! You currently have no loyalty tier. Make 10 more purchases or spend ₹23200 more to unlock exciting rewards! 🚀,0,1.5496328e-09,Low
C0123,4000,6,5,5,2024-04-22,730.0,1,9400950651,2024-04-22,404,404.0,414,2,No tier,No reward,⚠️ Hi Customer C0123! You currently have no loyalty tier. Make 10 more purchases or spend ₹26000 more to unlock exciting rewards! 🚀,0,1.6599683e-10,Low
C0125,13750,22,15,13,2025-01-29,710.0,3,9400950651,2024-10-04,239,79.66666666666667,132,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0125! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,6.810573e-11,Low
C0126,13850,13,10,8,2024-10-13,1205.0,2,9400950651,2024-03-15,442,221.0,240,3,No tier,No reward,⚠️ Hi Customer C0126! You currently have no loyalty tier. Make 5 more purchases or spend ₹16150 more to unlock exciting rewards! 🚀,0,8.572252e-05,Low
C0128,27000,28,20,16,2024-12-17,965.0,4,9400950651,2024-04-18,408,102.0,175,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0128! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,1.1410518e-15,Low
C0129,15150,13,10,8,2025-01-16,995.0,2,9400950651,2024-11-16,196,98.0,145,3,No tier,No reward,⚠️ Hi Customer C0129! You currently have no loyalty tier. Make 5 more purchases or spend ₹14850 more to unlock exciting rewards! 🚀,0,3.212444e-08,Low
C0131,6000,6,5,5,2024-03-24,860.0,1,9400950651,2024-03-24,433,433.0,443,2,No tier,No reward,⚠️ Hi Customer C0131! You currently have no loyalty tier. Make 10 more purchases or spend ₹24000 more to unlock exciting rewards! 🚀,0,1.0948683e-10,Low
C0132,15250,26,15,10,2025-03-09,703.3333333333334,3,9400950651,2024-10-30,213,71.0,93,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0132! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,1.15964e-11,Low
C0135,2100,6,5,5,2025-02-07,350.0,1,9400950651,2025-02-07,113,113.0,123,0,No tier,No reward,⚠️ Hi Customer C0135! You currently have no loyalty tier. Make 10 more purchases or spend ₹27900 more to unlock exciting rewards! 🚀,0,2.8366456e-10,Low
C0136,8500,7,5,5,2025-01-01,1220.0,1,9400950651,2025-01-01,150,150.0,160,0,No tier,No reward,⚠️ Hi Customer C0136! You currently have no loyalty tier. Make 10 more purchases or spend ₹21500 more to unlock exciting rewards! 🚀,0,9.938306e-07,Low
C0137,3700,6,5,5,2024-08-30,520.0,1,9400950651,2024-08-30,274,274.0,284,2,No tier,No reward,⚠️ Hi Customer C0137! You currently have no loyalty tier. Make 10 more purchases or spend ₹26300 more to unlock exciting rewards! 🚀,0,2.1152841e-08,Low
C0138,16850,16,10,10,2025-04-24,1120.0,2,9400950651,2024-07-09,326,163.0,47,3,No tier,No reward,⚠️ Hi Customer C0138! You currently have no loyalty tier. Make 5 more purchases or spend ₹13150 more to unlock exciting rewards! 🚀,0,2.5350651e-08,Low
C0140,9000,7,5,5,2024-06-14,1420.0,1,9400950651,2024-06-14,351,351.0,361,2,No tier,No reward,⚠️ Hi Customer C0140! You currently have no loyalty tier. Make 10 more purchases or spend ₹21000 more to unlock exciting rewards! 🚀,0,1.03054376e-07,Low
C0141,18950,13,10,9,2025-01-10,1445.0,2,9400950651,2024-10-17,226,113.0,151,3,No tier,No reward,⚠️ Hi Customer C0141! You currently have no loyalty tier. Make 5 more purchases or spend ₹11050 more to unlock exciting rewards! 🚀,0,1.5298719e-08,Low
C0142,9450,13,10,9,2024-12-07,845.0,2,9400950651,2024-07-09,326,163.0,185,3,No tier,No reward,⚠️ Hi Customer C0142! You currently have no loyalty tier. Make 5 more purchases or spend ₹20550 more to unlock exciting rewards! 🚀,0,3.7725927e-06,Low
C0144,10800,13,10,9,2024-08-12,715.0,2,9400950651,2024-01-28,489,244.5,302,3,No tier,No reward,⚠️ Hi Customer C0144! You currently have no loyalty tier. Make 5 more purchases or spend ₹19200 more to unlock exciting rewards! 🚀,0,3.556256e-05,Low
C0145,10950,13,10,10,2025-01-22,895.0,2,9400950651,2024-08-14,290,145.0,139,3,No tier,No reward,⚠️ Hi Customer C0145! You currently have no loyalty tier. Make 5 more purchases or spend ₹19050 more to unlock exciting rewards! 🚀,0,7.236834e-07,Low
C0146,25600,19,15,12,2025-05-04,1166.6666666666667,3,9400950651,2024-04-27,399,133.0,37,1,Gold,20% discount + free shipping,"🎊 Congrats Customer C0146! As a Gold member, enjoy your reward: 20% discount + free shipping. We appreciate your loyalty! 💖",0,3.7296335e-13,Low
C0147,5100,5,5,5,2024-04-17,1020.0,1,9400950651,2024-04-17,409,409.0,419,2,No tier,No reward,⚠️ Hi Customer C0147! You currently have no loyalty tier. Make 10 more purchases or spend ₹24900 more to unlock exciting rewards! 🚀,0,2.7860383e-10,Low
